player,hoop_math_player_name,school,hoop_math_school,season,hm_fag,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent
Adrian Baldwin,Baldwin Adrian,Virginia Commonwealth,Virginia Commonwealth,2020-21,164,0.464,0.41200000000000003,0.37200000000000005,0.557,0.353,0.32299999999999995,0.264,0,0.305,0.26,0.5379999999999999,0.317,0.769
Brendan Medley-Bacon,Brendan Medley-Bacon,Virginia Commonwealth,Virginia Commonwealth,2020-21,9,0.29500000000000004,0.222,0.667,0.33299999999999996,1,0.33299999999999996,0,NA,0,NA,NA,0.667,0.5
Quentin Millora-Brown,Quentin Millora-Brown,Vanderbilt,Vanderbilt,2020-21,37,0.643,0.703,0.649,0.833,0.8,0.35100000000000003,0.462,0.5,0,NA,NA,0.45899999999999996,0.353
Dylan Disu,Dylan Disu,Vanderbilt,Vanderbilt,2020-21,181,0.592,0.5579999999999999,0.337,0.607,0.297,0.304,0.509,0.214,0.359,0.369,0.917,0.39799999999999996,0.736
Scotty Pippen,Pippen Scotty,Vanderbilt,Vanderbilt,2020-21,319,0.5760000000000001,0.49700000000000005,0.386,0.5770000000000001,0.183,0.23800000000000002,0.303,0.174,0.376,0.358,0.5579999999999999,0.524,0.85
Jordan Wright,Jordan Wright,Vanderbilt,Vanderbilt,2020-21,158,0.556,0.5379999999999999,0.551,0.609,0.20800000000000002,0.215,0.235,0.125,0.23399999999999999,0.43200000000000005,0.812,0.304,0.6459999999999999
Maxwell Evans,Maxwell Evans,Vanderbilt,Vanderbilt,2020-21,170,0.554,0.5529999999999999,0.32899999999999996,0.679,0.42100000000000004,0.106,0.278,0.4,0.565,0.354,0.882,0.28800000000000003,0.531
Issac McBride,Issac McBride,Vanderbilt,Vanderbilt,2020-21,83,0.538,0.494,0.07200000000000001,0.5,0,0.12,0.2,0,0.807,0.358,0.75,0.22899999999999998,0.895
D.J. Harvey,D.J. Harvey,Vanderbilt,Vanderbilt,2020-21,131,0.523,0.496,0.13699999999999998,0.611,0.364,0.282,0.324,0.083,0.58,0.368,0.929,0.13699999999999998,0.889
Trey Thomas,Trey Thomas,Vanderbilt,Vanderbilt,2020-21,135,0.522,0.507,0.096,0.308,0,0.17800000000000002,0.25,0,0.726,0.39799999999999996,0.872,0.133,0.722
Clevon Brown,Clevon Brown,Vanderbilt,Vanderbilt,2020-21,47,0.522,0.521,0.489,0.7390000000000001,0.647,0.17,0.375,0.33299999999999996,0.34,0.188,1,0.34,0.5
Ejike Obinna,Ejike Obinna,Vanderbilt,Vanderbilt,2020-21,30,0.518,0.467,0.5670000000000001,0.588,0.8,0.36700000000000005,0.364,0.75,0.067,0,NA,0.33299999999999996,0.8
Tyrin Lawrence,Tyrin Lawrence,Vanderbilt,Vanderbilt,2020-21,18,0.515,0.5,0.5,0.889,0.5,0.16699999999999998,0.33299999999999996,0,0.33299999999999996,0,NA,0.16699999999999998,0.667
Myles Stute,Myles Stute,Vanderbilt,Vanderbilt,2020-21,76,0.461,0.408,0.145,0.273,0,0.026000000000000002,0.5,0,0.8290000000000001,0.28600000000000003,1,0.32899999999999996,0.76
Braelee Albert,Braelee Albert,Vanderbilt,Vanderbilt,2020-21,21,0.319,0.28600000000000003,0.048,0,NA,0.095,0,NA,0.857,0.222,1,0.095,1
Jermaine Samuels,Jermaine Samuels,Villanova,Villanova,2020-21,206,0.602,0.544,0.379,0.667,0.28800000000000003,0.282,0.36200000000000004,0.667,0.34,0.371,1,0.451,0.828
Bryan Antoine,Bryan Antoine,Villanova,Villanova,2020-21,17,0.594,0.5589999999999999,0.17600000000000002,0.667,0.5,0.059000000000000004,0,NA,0.765,0.385,1,0.294,0.8
Cole Swider,Cole Swider,Villanova,Villanova,2020-21,114.99999999999999,0.588,0.578,0.122,0.643,0.444,0.122,0.35700000000000004,0.8,0.757,0.402,0.857,0.10400000000000001,0.75
Brandon Slater,Brandon Slater,Villanova,Villanova,2020-21,67,0.5780000000000001,0.5670000000000001,0.522,0.629,0.545,0.11900000000000001,0.125,0,0.358,0.41700000000000004,1,0.44799999999999995,0.6
Collin Gillespie,Collin Gillespie,Villanova,Villanova,2020-21,208,0.5760000000000001,0.526,0.20199999999999999,0.5479999999999999,0.304,0.27399999999999997,0.439,0.08,0.524,0.376,0.805,0.34600000000000003,0.833
Caleb Daniels,Caleb Daniels,Villanova,Villanova,2020-21,191,0.561,0.529,0.204,0.48700000000000004,0.368,0.19899999999999998,0.42100000000000004,0.312,0.597,0.386,0.932,0.251,0.792
Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,Villanova,Villanova,2020-21,312,0.558,0.534,0.40399999999999997,0.722,0.396,0.33299999999999996,0.39399999999999996,0.634,0.263,0.28,1,0.26899999999999996,0.7140000000000001
Justin Moore,Justin Moore ,Villanova,Villanova,2020-21,272,0.541,0.515,0.375,0.657,0.254,0.151,0.317,0.077,0.474,0.31,0.825,0.19899999999999998,0.778
Eric Dixon,Eric Dixon,Villanova,Villanova,2020-21,45,0.536,0.489,0.556,0.64,0.562,0.267,0.25,0.33299999999999996,0.17800000000000002,0.25,1,0.6890000000000001,0.645
Chris Arcidiacono,Chris Arcidiacono,Villanova,Villanova,2020-21,12,0.41700000000000004,0.375,0,NA,NA,0,NA,NA,1,0.25,1,0.41700000000000004,0.6
Jay Huff,Jay Huff,Virginia,Virginia,2020-21,217,0.6739999999999999,0.652,0.447,0.8140000000000001,0.506,0.207,0.42200000000000004,0.368,0.34600000000000003,0.387,0.9309999999999999,0.226,0.8370000000000001
Trey Murphy,Trey Murphy III,Virginia,Virginia,2020-21,191,0.6699999999999999,0.639,0.24100000000000002,0.696,0.7190000000000001,0.131,0.48,0.25,0.628,0.433,0.904,0.215,0.927
Sam Hauser,Sam Hauser,Virginia,Virginia,2020-21,292,0.635,0.611,0.13,0.684,0.34600000000000003,0.353,0.563,0.32799999999999996,0.517,0.41700000000000004,0.873,0.16399999999999998,0.8959999999999999
Francisco Caffaro,Francisco Caffaro,Virginia,Virginia,2020-21,12,0.597,0.5,0.583,0.5710000000000001,0.5,0.41700000000000004,0.4,0,0,NA,NA,0.833,0.8
Thomas Woldetensae,Tomas Woldetensae,Virginia,Virginia,2020-21,78,0.583,0.5579999999999999,0.09,0.5710000000000001,0.25,0.205,0.312,0.2,0.705,0.418,0.826,0.141,0.909
Kadin Shedrick,Kadin Shedrick,Virginia,Virginia,2020-21,21,0.554,0.524,0.619,0.5379999999999999,0.429,0.33299999999999996,0.5710000000000001,0.5,0.048,0,NA,0.429,0.667
Justin McKoy,Justin McKoy,Virginia,Virginia,2020-21,57.99999999999999,0.534,0.509,0.534,0.581,0.444,0.31,0.389,0.5710000000000001,0.155,0.33299999999999996,1,0.172,0.8
Kihei Clark,Kihei Clark,Virginia,Virginia,2020-21,206.99999999999997,0.49899999999999994,0.45899999999999996,0.391,0.531,0.09300000000000001,0.309,0.344,0.136,0.3,0.32299999999999995,0.8,0.309,0.7340000000000001
Reece Beekman,Reece Beekman,Virginia,Virginia,2020-21,110.00000000000001,0.4690000000000001,0.423,0.527,0.5,0.31,0.136,0.267,0.25,0.336,0.243,0.778,0.3,0.758
Casey Morsell,Casey Morsell,Virginia,Virginia,2020-21,106,0.45399999999999996,0.44299999999999995,0.302,0.5,0.375,0.34,0.444,0.062,0.358,0.263,0.9,0.10400000000000001,0.636
Hunter Cattoor,Hunter Cattoor,Virginia Tech,Virginia Tech,2020-21,120,0.655,0.625,0.20800000000000002,0.48,0.583,0.067,0.75,0.16699999999999998,0.725,0.43700000000000006,0.895,0.358,0.7909999999999999
Tyrece Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2020-21,139,0.623,0.59,0.54,0.7070000000000001,0.321,0.309,0.465,0.25,0.151,0.28600000000000003,1,0.41,0.754
Keve Aluma,Keve Aluma,Virginia Tech,Virginia Tech,2020-21,229.99999999999997,0.5760000000000001,0.535,0.461,0.585,0.532,0.309,0.43700000000000006,0.452,0.23,0.377,0.95,0.413,0.747
Cordell Pemsl,Cordell Pemsl,Virginia Tech,Virginia Tech,2020-21,18,0.538,0.5,0.556,0.5,0.6,0.444,0.5,0.25,0,NA,NA,0.611,0.636
Justyn Mutts,Justyn Mutts,Virginia Tech,Virginia Tech,2020-21,153,0.556,0.5589999999999999,0.49700000000000005,0.6970000000000001,0.509,0.21600000000000003,0.303,0.2,0.28800000000000003,0.341,0.9329999999999999,0.34600000000000003,0.509
David N'Guessan,David N'Guessan,Virginia Tech,Virginia Tech,2020-21,35,0.554,0.6,0.7709999999999999,0.63,0.706,0.171,0.667,0.25,0.057,0,NA,0.8290000000000001,0.414
Nahiem Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,2020-21,189,0.557,0.513,0.11599999999999999,0.455,0.1,0.376,0.33799999999999997,0.292,0.508,0.43799999999999994,0.905,0.29600000000000004,0.821
Jalen Cone,Jalen Cone,Virginia Tech,Virginia Tech,2020-21,122,0.527,0.508,0.049,0.5,0.33299999999999996,0.115,0.35700000000000004,0.2,0.836,0.353,0.778,0.107,0.846
Cartier Diarra,Cartier Diarra,Virginia Tech,Virginia Tech,2020-21,23,0.514,0.457,0.565,0.5379999999999999,0.28600000000000003,0.087,1,0,0.348,0.125,1,0.565,0.6920000000000001
Joseph Bamisile,Joe Bamisile,Virginia Tech,Virginia Tech,2020-21,46,0.45199999999999996,0.413,0.413,0.526,0.3,0.239,0.273,0.667,0.348,0.25,0.5,0.174,0.875
Wabissa Bede,Wabissa Bede,Virginia Tech,Virginia Tech,2020-21,88,0.411,0.40299999999999997,0.136,0.41700000000000004,0,0.364,0.43799999999999994,0.071,0.5,0.25,0.909,0.08,0.5710000000000001
Emmanuel Okpomo,Emmanuel Okpomo,Wake Forest,Wake Forest,2020-21,9,0.625,0.556,0.667,0.833,0.8,0.33299999999999996,0,NA,0,NA,NA,0.889,0.75
Jonah Antonio,Jonah Antonio,Wake Forest,Wake Forest,2020-21,105,0.608,0.59,0.038,0.5,1,0.057,0.5,0.33299999999999996,0.905,0.4,0.895,0.105,0.909
Daivien Williamson,Daivien Williamson,Wake Forest,Wake Forest,2020-21,213,0.5770000000000001,0.5379999999999999,0.40399999999999997,0.5579999999999999,0.10400000000000001,0.155,0.424,0,0.441,0.37200000000000005,0.7709999999999999,0.32899999999999996,0.7859999999999999
Ian Dubose,Ian DuBose,Wake Forest,Wake Forest,2020-21,90,0.546,0.528,0.37799999999999995,0.588,0.15,0.222,0.4,0,0.4,0.361,0.6920000000000001,0.467,0.595
Isaiah Mucius,Isaiah Mucius,Wake Forest,Wake Forest,2020-21,192,0.521,0.49200000000000005,0.318,0.623,0.368,0.271,0.308,0.188,0.41100000000000003,0.342,0.889,0.271,0.7120000000000001
Ody Oguama,Ody Oguama,Wake Forest,Wake Forest,2020-21,114.99999999999999,0.521,0.47,0.5479999999999999,0.47600000000000003,0.5,0.452,0.462,0.33299999999999996,0,NA,NA,0.583,0.672
Jalen Johnson,Jalen Johnson,Wake Forest,Wake Forest,2020-21,93,0.514,0.489,0.19399999999999998,0.556,0.4,0.129,0.33299999999999996,0.25,0.677,0.33299999999999996,0.9520000000000001,0.183,0.765
Quadry Adams,Quadry Adams,Wake Forest,Wake Forest,2020-21,16,0.505,0.5,0.562,0.33299999999999996,0.667,0.43799999999999994,0.7140000000000001,0,0,NA,NA,0.5,0.5
Ismael Massoud,Ismael Massoud,Wake Forest,Wake Forest,2020-21,170,0.48000000000000004,0.447,0.171,0.44799999999999995,0.308,0.2,0.265,0.556,0.629,0.336,0.9440000000000001,0.24100000000000002,0.732
Jahcobi Neath,Jahcobi Neath,Wake Forest,Wake Forest,2020-21,70,0.4690000000000001,0.4,0.414,0.517,0.2,0.2,0.28600000000000003,0,0.386,0.222,1,0.3,0.905
Isaiah Wilkins,Isaiah Wilkins,Wake Forest,Wake Forest,2020-21,31,0.466,0.435,0.19399999999999998,0.5,0.33299999999999996,0.258,0.375,0,0.5479999999999999,0.294,1,0.226,0.7140000000000001
Carter Whitt,Carter Whitt,Wake Forest,Wake Forest,2020-21,106,0.399,0.387,0.179,0.368,0,0.425,0.289,0,0.396,0.33299999999999996,0.643,0.085,0.667
Riley Sorn,Riley Sorn,Washington,Washington,2020-21,44,0.731,0.727,0.818,0.8059999999999999,0.655,0.182,0.375,0.667,0,NA,NA,0.318,0.7140000000000001
J'Raan Brooks,J'Raan Brooks,Washington,Washington,2020-21,30,0.594,0.6,0.267,0.75,0.5,0.6,0.5,0.33299999999999996,0.133,0.5,1,0.433,0.5379999999999999
Jamal Bey,Jamal Bey,Washington,Washington,2020-21,200.99999999999997,0.58,0.552,0.32299999999999995,0.523,0.324,0.303,0.32799999999999996,0.1,0.373,0.507,0.763,0.313,0.73
Nate Roberts,Nate Roberts,Washington,Washington,2020-21,94,0.556,0.5529999999999999,0.691,0.723,0.574,0.309,0.172,0.2,0,NA,NA,0.596,0.536
Marcus Tsohonis,Marcus Tsohonis,Washington,Washington,2020-21,199,0.539,0.515,0.17600000000000002,0.5429999999999999,0.316,0.457,0.473,0.209,0.36700000000000005,0.37,0.667,0.24100000000000002,0.708
Cole Bajema,Cole Bajema,Washington,Washington,2020-21,63,0.528,0.49200000000000005,0.317,0.55,0.455,0.19,0.16699999999999998,0,0.49200000000000005,0.387,0.833,0.23800000000000002,0.8
Quade Green,Quade Green,Washington,Washington,2020-21,332,0.524,0.48200000000000004,0.23800000000000002,0.595,0.106,0.41600000000000004,0.428,0.102,0.34600000000000003,0.313,0.5,0.22899999999999998,0.868
Hameir Wright,Hameir Wright,Washington,Washington,2020-21,145,0.498,0.479,0.214,0.645,0.25,0.09699999999999999,0.429,0,0.69,0.29,0.828,0.24100000000000002,0.629
Erik Stevenson,Erik Stevenson,Washington,Washington,2020-21,244,0.45999999999999996,0.43200000000000005,0.184,0.467,0.23800000000000002,0.307,0.387,0.276,0.508,0.298,0.838,0.156,0.789
Nate Pryor,Nate Pryor,Washington,Washington,2020-21,70,0.4010000000000001,0.379,0.386,0.519,0.071,0.429,0.267,0.25,0.18600000000000003,0.231,1,0.371,0.5
Raequan Battle,RaeQuan Battle,Washington,Washington,2020-21,86,0.353,0.32,0.18600000000000003,0.375,0.33299999999999996,0.18600000000000003,0.312,0.2,0.628,0.204,0.909,0.151,0.769
Volodymyr Markovetskyy,Volodymyr Markovetskyy,Washington State,Washington State,2020-21,38,0.636,0.6579999999999999,0.816,0.645,0.65,0.184,0.7140000000000001,0.4,0,NA,NA,0.289,0.455
TJ Bamba,TJ Bamba,Washington State,Washington State,2020-21,70,0.599,0.5710000000000001,0.6,0.5,0.14300000000000002,0.114,0.125,0,0.28600000000000003,0.6,0.583,0.32899999999999996,0.7390000000000001
Efe Abogidi,Efe Abogidi,Washington State,Washington State,2020-21,169,0.59,0.536,0.556,0.649,0.607,0.11800000000000001,0.35,0.14300000000000002,0.325,0.273,0.9329999999999999,0.43799999999999994,0.8109999999999999
Aljaz Kunc,Aljaz Kunc,Washington State,Washington State,2020-21,107,0.5780000000000001,0.519,0.262,0.679,0.474,0.159,0.294,0.8,0.579,0.33899999999999997,1,0.364,0.872
DJ Rodman,DJ Rodman,Washington State,Washington State,2020-21,97,0.545,0.521,0.299,0.414,0.33299999999999996,0.124,0.33299999999999996,0.5,0.5770000000000001,0.41100000000000003,0.9570000000000001,0.20600000000000002,0.75
Dishon Jackson,Dishon Jackson,Washington State,Washington State,2020-21,124,0.536,0.484,0.6609999999999999,0.512,0.5479999999999999,0.33899999999999997,0.429,0.444,0,NA,NA,0.621,0.675
Noah Williams,Noah Williams,Washington State,Washington State,2020-21,315,0.528,0.48100000000000004,0.298,0.489,0.196,0.308,0.361,0.257,0.39399999999999996,0.379,0.872,0.308,0.804
Isaac Bonton,Isaac Bonton,Washington State,Washington State,2020-21,327,0.48600000000000004,0.451,0.327,0.439,0.085,0.309,0.41600000000000004,0.11900000000000001,0.364,0.32799999999999996,0.5379999999999999,0.358,0.6579999999999999
Andrej Jakimovski,Andrej Jakimovski,Washington State,Washington State,2020-21,147,0.438,0.425,0.184,0.37,0.2,0.11599999999999999,0.17600000000000002,0,0.701,0.32,0.97,0.136,0.6
Ryan Rapp,Ryan Rapp,Washington State,Washington State,2020-21,69,0.42400000000000004,0.384,0.23199999999999998,0.25,0,0.188,0.462,0.16699999999999998,0.58,0.275,0.909,0.304,0.667
Tony Miller,Tony Miller,Washington State,Washington State,2020-21,23,0.28800000000000003,0.217,0.696,0.312,0.2,0.087,0,NA,0.217,0,NA,0.9129999999999999,0.429
Jalen Bridges,Jalen Bridges,West Virginia,West Virginia,2020-21,119,0.624,0.609,0.336,0.725,0.44799999999999995,0.109,0.231,1,0.555,0.409,0.852,0.235,0.7140000000000001
Sean McNeil,Sean McNeil,West Virginia,West Virginia,2020-21,291,0.561,0.527,0.096,0.5710000000000001,0.188,0.292,0.4,0.294,0.612,0.38799999999999996,0.899,0.18600000000000003,0.889
Taz Sherman,Taz Sherman,West Virginia,West Virginia,2020-21,288,0.556,0.495,0.226,0.523,0.382,0.319,0.413,0.289,0.455,0.359,0.809,0.354,0.873
Miles McBride,Miles McBride,West Virginia,West Virginia,2020-21,364,0.544,0.495,0.20600000000000002,0.6,0.244,0.489,0.371,0.182,0.305,0.414,0.5870000000000001,0.33799999999999997,0.813
Oscar Tshiebwe,Oscar Tshiebwe,West Virginia,West Virginia,2020-21,65,0.543,0.523,0.785,0.608,0.71,0.215,0.214,0.667,0,NA,NA,0.431,0.607
Derek Culver,Derek Culver,West Virginia,West Virginia,2020-21,312,0.517,0.478,0.622,0.588,0.526,0.37799999999999995,0.297,0.4,0,NA,NA,0.596,0.624
Emmitt Matthews,Matthews Emmitt,West Virginia,West Virginia,2020-21,197,0.49300000000000005,0.444,0.426,0.607,0.47100000000000003,0.32,0.222,0.429,0.254,0.3,0.733,0.325,0.7659999999999999
Kedrian Johnson,Kedrian Johnson,West Virginia,West Virginia,2020-21,25,0.492,0.44,0.4,0.5,0.6,0.2,0,NA,0.4,0.4,1,0.72,0.611
Jordan McCabe,Jordan McCabe,West Virginia,West Virginia,2020-21,57.99999999999999,0.44600000000000006,0.371,0.155,0.444,0.5,0.276,0.43799999999999994,0.14300000000000002,0.569,0.212,1,0.379,0.818
Gabe Osabuohien,Gabe Osabuohien,West Virginia,West Virginia,2020-21,41,0.373,0.354,0.634,0.423,0.364,0.293,0.16699999999999998,1,0.073,0.33299999999999996,1,1.195,0.38799999999999996
Isaiah Cottrell,Isaiah Cottrell,West Virginia,West Virginia,2020-21,21,0.349,0.33299999999999996,0.19,0.5,1,0.524,0.455,0.6,0.28600000000000003,0,NA,0.19,0.5
Morris Udeze,Morris Udeze,Wichita State,Wichita State,2020-21,146,0.625,0.603,0.596,0.747,0.6920000000000001,0.39,0.40399999999999997,0.565,0.013999999999999999,0,NA,0.514,0.68
Tyson Etienne,Tyson Etienne,Wichita State,Wichita State,2020-21,283,0.535,0.486,0.184,0.442,0.13,0.23,0.262,0.706,0.5870000000000001,0.392,0.615,0.392,0.757
Isaiah Poor Bear-Chandler,Isaiah Poor Bear-Chandler,Wichita State,Wichita State,2020-21,45,0.518,0.511,0.37799999999999995,0.765,0.385,0.37799999999999995,0.235,0.75,0.244,0.364,1,0.33299999999999996,0.5329999999999999
Dexter Dennis,Dexter Dennis,Wichita State,Wichita State,2020-21,180,0.513,0.467,0.261,0.574,0.33299999999999996,0.14400000000000002,0.115,0.33299999999999996,0.594,0.336,0.861,0.3,0.7959999999999999
Ricky Council IV,Ricky Council IV,Wichita State,Wichita State,2020-21,121,0.506,0.47100000000000003,0.43799999999999994,0.5660000000000001,0.4,0.33899999999999997,0.22,0,0.223,0.444,0.75,0.455,0.636
Clarence Jackson,Clarence Jackson,Wichita State,Wichita State,2020-21,89,0.494,0.455,0.461,0.537,0.5,0.20199999999999999,0.278,0.4,0.337,0.3,1,0.551,0.612
Trey Wade,Trey Wade,Wichita State,Wichita State,2020-21,139,0.481,0.47100000000000003,0.28800000000000003,0.6,0.625,0.273,0.342,0.5379999999999999,0.439,0.311,1,0.209,0.552
Craig Porter,Porter Craig,Wichita State,Wichita State,2020-21,36,0.45399999999999996,0.41700000000000004,0.528,0.42100000000000004,0.5,0.33299999999999996,0.33299999999999996,0.25,0.139,0.4,0,0.47200000000000003,0.588
Alterique Gilbert,Alterique Gilbert,Wichita State,Wichita State,2020-21,221,0.45199999999999996,0.41200000000000003,0.267,0.49200000000000005,0,0.294,0.308,0.05,0.439,0.289,0.5710000000000001,0.285,0.7140000000000001
Trevin Wade,Trevin Wade,Wichita State,Wichita State,2020-21,19,0.4260000000000001,0.395,0.368,0.7140000000000001,0.4,0.21100000000000002,0.25,0,0.42100000000000004,0.125,0,0.368,0.5710000000000001
Josaphat Bilau,Josaphat Bilau,Wichita State,Wichita State,2020-21,14.000000000000002,0.276,0.28600000000000003,0.28600000000000003,0.75,0.667,0.429,0.16699999999999998,0,0.28600000000000003,0,NA,0.071,0
Ben Carlson,Ben Carlson,Wisconsin,Wisconsin,2020-21,10,0.714,0.65,0.5,0.6,0.667,0.2,1,0.5,0.3,0.33299999999999996,1,0.4,1
Trevor Anderson,Trevor Anderson,Wisconsin,Wisconsin,2020-21,57.99999999999999,0.625,0.621,0.31,0.611,0.182,0.293,0.41200000000000003,0.14300000000000002,0.397,0.522,0.75,0.276,0.625
Micah Potter,Micah Potter,Wisconsin,Wisconsin,2020-21,271,0.605,0.568,0.39899999999999997,0.7040000000000001,0.5660000000000001,0.23600000000000002,0.32799999999999996,0.33299999999999996,0.365,0.384,0.895,0.26899999999999996,0.8490000000000001
D'Mitrik Trice,D'Mitrik Trice,Wisconsin,Wisconsin,2020-21,342,0.532,0.49,0.14,0.583,0.179,0.392,0.381,0.21600000000000003,0.46799999999999997,0.369,0.644,0.295,0.792
Aleem Ford,Aleem Ford,Wisconsin,Wisconsin,2020-21,236,0.517,0.5,0.225,0.642,0.647,0.22,0.34600000000000003,0.389,0.555,0.336,0.932,0.127,0.767
Brad Davison,Brad Davison,Wisconsin,Wisconsin,2020-21,261,0.515,0.46,0.18,0.36200000000000004,0.17600000000000002,0.207,0.185,0.2,0.613,0.38799999999999996,0.8059999999999999,0.29100000000000004,0.868
Jonathan Davis,Jonathan Davis,Wisconsin,Wisconsin,2020-21,185,0.511,0.484,0.368,0.632,0.349,0.449,0.325,0.259,0.184,0.382,0.846,0.222,0.732
Tyler Wahl,Tyler Wahl,Wisconsin,Wisconsin,2020-21,130,0.48900000000000005,0.465,0.508,0.515,0.353,0.223,0.44799999999999995,0.077,0.26899999999999996,0.257,0.889,0.462,0.5670000000000001
Nate Reuvers,Nate Reuvers,Wisconsin,Wisconsin,2020-21,231,0.48200000000000004,0.45,0.23800000000000002,0.527,0.552,0.489,0.425,0.292,0.273,0.28600000000000003,0.9440000000000001,0.19,0.795
Dieonte Miles,Dieonte Miles,Xavier,Xavier,2020-21,13,0.705,0.769,0.308,1,1,0.615,0.75,0.833,0.077,0,NA,0.308,0.25
Nate Johnson,Nate Johnson,Xavier,Xavier,2020-21,133,0.618,0.598,0.18,0.5,0.5,0.15,0.3,0.16699999999999998,0.669,0.461,0.878,0.188,0.8
Bryan Griffin,Bryan Griffin,Xavier,Xavier,2020-21,49,0.58,0.5920000000000001,0.633,0.774,0.667,0.34700000000000003,0.294,1,0.02,0,NA,0.449,0.5
Zach Freemantle,Zach Freemantle,Xavier,Xavier,2020-21,254,0.5630000000000001,0.555,0.311,0.759,0.733,0.39799999999999996,0.475,0.75,0.29100000000000004,0.297,1,0.252,0.594
Colby Jones,Colby Jones,Xavier,Xavier,2020-21,84,0.5660000000000001,0.518,0.429,0.583,0.28600000000000003,0.25,0.429,0.222,0.321,0.33299999999999996,0.889,0.44,0.757
Paul Scruggs,Paul Scruggs,Xavier,Xavier,2020-21,210,0.5770000000000001,0.529,0.36200000000000004,0.645,0.184,0.276,0.397,0.13,0.36200000000000004,0.342,0.8079999999999999,0.29,0.885
C.J. Wilcher,C.J. Wilcher,Xavier,Xavier,2020-21,45,0.533,0.511,0.222,0.7,0.7140000000000001,0.133,0.16699999999999998,0,0.644,0.345,0.8,0.08900000000000001,1
Kyky Tandy,KyKy Tandy,Xavier,Xavier,2020-21,96,0.535,0.495,0.16699999999999998,0.562,0.33299999999999996,0.26,0.28,0.429,0.573,0.382,0.7140000000000001,0.25,0.833
Dwon Odom,Dwon Odom,Xavier,Xavier,2020-21,98,0.544,0.531,0.48,0.6809999999999999,0.43799999999999994,0.38799999999999996,0.447,0.529,0.133,0.154,1,0.28600000000000003,0.607
Adam Kunkel,Adam Kunkel,Xavier,Xavier,2020-21,108,0.49899999999999994,0.48100000000000004,0.13,0.7140000000000001,0.4,0.24100000000000002,0.5770000000000001,0.4,0.63,0.265,0.778,0.083,0.889
Jason Carter,Jason Carter,Xavier,Xavier,2020-21,111.00000000000001,0.438,0.414,0.43200000000000005,0.562,0.778,0.18,0.35,0.429,0.387,0.18600000000000003,1,0.36,0.55
R.J. Cole,NA,Connecticut,NA,2020-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.J. Miles,NA,East Carolina,NA,2020-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Wilson,NA,George Mason,NA,2020-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
